"src","dest","dist"
"PVD","EWR",160
"PVD","PHL",237
"PVD","DTW",613
"PVD","YYZ",437
"PVD","DUB",3026
"PVD","RSW",1202
"PVD","SNN",2928
"PVD","EDI",3104
"PVD","CLT",683
"PVD","CVG",720
"PVD","MDW",840
"PVD","BGO",3343
"PVD","ORK",2958
"PVD","OPO",3169
"PVD","MYR",690
"PVD","BFS",3011
"PVD","FDF",1975
"PVD","PTP",1854
"PVD","PIE",1146
"PVD","PGD",1185
"PUJ","ATL",1437
"PUJ","BOS",1650
"PUJ","BWI",1507
"PUJ","DFW",2029
"PUJ","FLL",913
"PUJ","IAD",1509
"PUJ","IAH",1865
"PUJ","JFK",1557
"PUJ","MCO",1064
"PUJ","MIA",910
"PUJ","MSP",2311
"PUJ","ORD",1982
"PUJ","RDU",1354
"PUJ","EWR",1566
"PUJ","SJU",155
"PUJ","CLE",1766
"PUJ","PHL",1527
"PUJ","DTW",1854
"PUJ","YYZ",1853
"PUJ","LGW",4283
"PUJ","CDG",4396
"PUJ","FRA",4664
"PUJ","AMS",4499
"PUJ","BCN",4374
"PUJ","MAD",4080
"PUJ","ZRH",4673
"PUJ","YOW",1894
"PUJ","BRU",4484
"PUJ","MUC",4818
"PUJ","MAN",4212
"PUJ","YUL",1883
"PUJ","CGN",4600
"PUJ","DME",5773
"PUJ","SVO",5740
"PUJ","ORY",4386
"PUJ","GRU",3254
"PUJ","EZE",3742
"PUJ","LIM",2195
"PUJ","SCL",3591
"PUJ","MEX",2003
"PUJ","PIT",1669
"PUJ","YHZ",1838
"PUJ","NTE",4198
"PUJ","CLT",1383
"PUJ","CVG",1718
"PUJ","STL",1918
"PUJ","MDW",1967
"PUJ","DUS",4584
"PUJ","LIS",3778
"PUJ","ANU",443
"PUJ","SJO",1213
"PUJ","BRS",4176
"PUJ","YQB",1956
"PUJ","CCS",557
"PUJ","LED",5403
"PUJ","BOG",1034
"PUJ","PTY",987
"PUJ","POP",166
"PUJ","YQG",1847
"PUJ","COR",3456
"MDT","ATL",619
"MDT","BOS",334
"MDT","IAD",94
"MDT","MCO",852
"MDT","ORD",592
"MDT","DEN",1470
"MDT","PHL",83
"MDT","DTW",370
"MDT","YYZ",282
"MDT","CLT",413
"MDT","MYR",465
"MDT","SRQ",943
"MDT","SFB",828
"MDT","PIE",913
"MDT","PGD",964
"SJO","ATL",1632
"SJO","BWI",2068
"SJO","DFW",1780
"SJO","FLL",1141
"SJO","IAD",2042
"SJO","IAH",1555
"SJO","JFK",2210
"SJO","LAX",2721
"SJO","MCO",1287
"SJO","MIA",1121
"SJO","ORD",2220
"SJO","DEN",2414
"SJO","EWR",2207
"SJO","HOU",1533
"SJO","YYZ",2342
"SJO","LGW",5419
"SJO","FRA",5807
"SJO","AMS",5626
"SJO","MAD",5278
"SJO","ZRH",5834
"SJO","MUC",5971
"SJO","YUL",2527
"SJO","LIM",1596
"SJO","MEX",1186
"SJO","CLT",1753
"SJO","CUN",783
"SJO","PUJ",1213
"SJO","TGU",347
"SJO","GUA",531
"SJO","BOG",780
"SJO","LIR",100
"SJO","PTY",335
"SJO","SAL",405
"SJO","SDQ",1133
"SJO","SAP",452
"SJO","MGA",199
"SJO","BOC",141
"SJO","DAV",164
"SJO","FON",44
"SJO","TTQ",62
"SJO","DRK",96
"SJO","GLF",116
"SJO","NOB",98
"SJO","PJM",118
"SJO","PMZ",88
"SJO","XQP",38
"SJO","TNO",111
"SJO","TMU",58
"SJO","BLB",323
"SMF","ATL",2086
"SMF","AUS",1477
"SMF","BWI",2388
"SMF","DFW",1427
"SMF","IAD",2350
"SMF","IAH",1606
"SMF","JFK",2513
"SMF","LAX",373
"SMF","MCO",2402
"SMF","MSP",1513
"SMF","ORD",1776
"SMF","PHX",646
"SMF","SEA",605
"SMF","SFO",86
"SMF","SAN",480
"SMF","LGB",387
"SMF","SNA",404
"SMF","SLC",530
"SMF","LAS",397
"SMF","DEN",906
"SMF","EWR",2492
"SMF","HNL",2459
"SMF","HOU",1620
"SMF","YVR",729
"SMF","MEX",1891
"SMF","PDX",479
"SMF","ONT",390
"SMF","CLT",2237
"SMF","PSP",439
"SMF","DAL",1438
"SMF","STL",1674
"SMF","MDW",1785
"SMF","OGG",2401
"SMF","BOI",437
"SMF","GDL",1660
"SMF","SJD",1280
"SMF","BUR",358
"SMF","KOA",2432
"SMF","ACV",207
"SMF","SBA",310
"SMF","GEG",649
"RTB","ATL",1203
"RTB","DFW",1319
"RTB","IAH",1096
"RTB","MIA",767
"RTB","YYZ",1932
"RTB","YUL",2144
"RTB","TGU",162
"RTB","BZE",145
"RTB","SAL",261
"RTB","SAP",111
"RTB","LCE",45
"TGU","ATL",1363
"TGU","DFW",1440
"TGU","IAH",1215
"TGU","MIA",926
"TGU","SJO",347
"TGU","RTB",162
"TGU","GUA",224
"TGU","PTY",632
"TGU","SAL",131
"TGU","SAP",107
"TGU","LCE",119
"TGU","PEU",244
"LXR","LHR",2487
"LXR","CDG",2282
"LXR","FRA",2116
"LXR","DOH",1178
"LXR","MXP",1911
"LXR","CAI",317
"LXR","KWI",966
"LXR","JED",492
"LXR","RUH",874
"RIX","JFK",4189
"RIX","LGW",1051
"RIX","CDG",1038
"RIX","FRA",790
"RIX","HEL",237
"RIX","DUB",1206
"RIX","FCO",1166
"RIX","AMS",828
"RIX","PRG",616
"RIX","BCN",1451
"RIX","MAD",1671
"RIX","VIE",682
"RIX","ZRH",919
"RIX","GVA",1058
"RIX","BRU",891
"RIX","MUC",779
"RIX","MAN",1058
"RIX","GOT",439
"RIX","VCE",932
"RIX","OSL",514
"RIX","ARN",289
"RIX","STN",1009
"RIX","EMA",1037
"RIX","EDI",1039
"RIX","DME",545
"RIX","SVO",516
"RIX","NCE",1170
"RIX","MXP",1016
"RIX","ATH",1311
"RIX","BUD",684
"RIX","MAH",1474
"RIX","LCA",1588
"RIX","WAW",350
"RIX","MLA",1520
"RIX","TLV",1797
"RIX","IST",1101
"RIX","AUH",2713
"RIX","HAM",594
"RIX","STR",835
"RIX","VRN",973
"RIX","CPH",443
"RIX","DUS",795
"RIX","LIS",1948
"RIX","LTN",1032
"RIX","KEF",1617
"RIX","AGP",1914
"RIX","ABZ",977
"RIX","EIN",837
"RIX","SVG",684
"RIX","BGO",711
"RIX","TLL",175
"RIX","VKO",517
"RIX","SPU",983
"RIX","GYD",1625
"RIX","ALA",2454
"RIX","KBP",535
"RIX","LED",302
"RIX","TAS",2261
"RIX","SZG",780
"RIX","KGS",1397
"RIX","TRD",633
"RIX","BLL",572
"RIX","BRE",657
"RIX","AES",729
"RIX","TRF",524
"RIX","TFS",2799
"RIX","PFO",1584
"RIX","BOD",1349
"RIX","HER",1491
"RIX","BRI",1136
"RIX","CTA",1404
"RIX","OLB",1280
"RIX","SAW",1132
"RIX","MSQ",263
"RIX","GDN",277
"RIX","GRO",1397
"RIX","TBS",1403
"RIX","VNO",166
"RIX","BOJ",1003
"RIX","RYG",508
"RIX","BGY",987
"RIX","KIV",721
"RIX","LWO",491
"RIX","HHN",836
"RIX","PIK",1093
"RIX","TMP",310
"RIX","TKU",255
"RIX","NRN",804
"RIX","IEV",522
"RIX","PLQ",128
"RIX","KUT",1304
"RIX","KGD",192
"RIX","AER",1162
"RIX","KZN",969
"RIX","VDA",1937
"RIX","BER",521
"RUH","IAD",6732
"RUH","JFK",6508
"RUH","LAX",8246
"RUH","LHR",3068
"RUH","CDG",2888
"RUH","FRA",2666
"RUH","SIN",4144
"RUH","DXB",542
"RUH","DEL",1886
"RUH","HKG",4211
"RUH","FCO",2279
"RUH","BOM",1720
"RUH","KUL",3960
"RUH","PRG",2448
"RUH","VIE",2286
"RUH","GVA",2669
"RUH","BRU",2854
"RUH","MUC",2483
"RUH","MAN",3181
"RUH","MNL",4829
"RUH","DOH",308
"RUH","MXP",2536
"RUH","ATH",1605
"RUH","CCJ",2137
"RUH","HYD",2107
"RUH","MAA",2328
"RUH","BLR",2173
"RUH","ICN",4652
"RUH","CAI",1001
"RUH","ADD",1219
"RUH","KWI",305
"RUH","IST",1526
"RUH","BAH",261
"RUH","AUH",500
"RUH","CMB",2509
"RUH","JED",529
"RUH","MCT",735
"RUH","CGK",4559
"RUH","LXR",874
"RUH","CAN",4152
"RUH","AGP",3104
"RUH","ISB",1693
"RUH","AMM",800
"RUH","KHI",1280
"RUH","LHE",1740
"RUH","GYD",1088
"RUH","CMN",3288
"RUH","BEY",910
"RUH","DAC",2737
"RUH","SSH",788
"RUH","ADB",1467
"RUH","SAW",1487
"RUH","TBS",1158
"RUH","SHJ",552
"RUH","ADE",844
"RUH","COK",2198
"RUH","TRV",2290
"RUH","SAH",674
"RUH","HBE",1114
"RUH","KRT",1120
"RUH","AHB",531
"RUH","ELQ",204
"RUH","HAS",355
"RUH","MED",439
"RUH","TUU",665
"RUH","TIF",458
"RUH","YNB",545
"RUH","PEW",1611
"RUH","SKT",1749
"RUH","LKO",2122
"RUH","DWC",530
"RUH","SJJ",2058
"RUH","ATZ",983
"RUH","HMB",935
"RUH","TZX",1176
"RUH","HTY",1000
"RUH","HOF",176
"RUH","ABT",456
"RUH","BHH",431
"RUH","DWD",148
"RUH","GIZ",616
"RUH","URY",726
"RUH","EAM",528
"RUH","AQI",236
"RUH","RAH",378
"RUH","RAE",533
"RUH","SHW",518
"RUH","AJF",524
"RUH","TUI",671
"RUH","WAE",322
"RUH","TAI",796
"RUH","ULH",543
"RUH","CNN",2086
"CAN","JFK",7984
"CAN","LAX",7214
"CAN","SFO",6880
"CAN","YYZ",7725
"CAN","YVR",6335
"CAN","LHR",5896
"CAN","CDG",5872
"CAN","NRT",1828
"CAN","SYD",4675
"CAN","SIN",1645
"CAN","MEL",4687
"CAN","DXB",3618
"CAN","DEL",2266
"CAN","HKG",84
"CAN","PER",3825
"CAN","AKL",5775
"CAN","PEK",1168
"CAN","BNE",4397
"CAN","PVG",747
"CAN","FCO",5684
"CAN","AMS",5675
"CAN","KUL",1622
"CAN","MNL",794
"CAN","BKK",1059
"CAN","SVO",4348
"CAN","DOH",3848
"CAN","CCU",1578
"CAN","ICN",1245
"CAN","NBO",5389
"CAN","MEX",8754
"CAN","CAI",4962
"CAN","ADD",4991
"CAN","TLV",4728
"CAN","PNH",989
"CAN","IST",4894
"CAN","SGN",972
"CAN","CMB",2481
"CAN","TPE",513
"CAN","KTM",1762
"CAN","FUK",1254
"CAN","KIX",1525
"CAN","JED",4673
"CAN","MCT",3461
"CAN","ADL",4354
"CAN","DPS",2223
"CAN","CGK",2087
"CAN","RUH",4152
"CAN","HKT",1448
"CAN","NKG",669
"CAN","LHE",2435
"CAN","CTU",759
"CAN","DAC",1448
"CAN","IKA",3769
"CAN","HAN",501
"CAN","KHH",452
"CAN","NGO",1618
"CAN","MLE",2962
"CAN","XMN",315
"CAN","HGH",645
"CAN","TSN",1112
"CAN","CSX",331
"CAN","PEN",1521
"CAN","WUH",513
"CAN","HAK",300
"CAN","KMG",674
"CAN","FOC",436
"CAN","NGB",671
"CAN","TAO",984
"CAN","CKG",600
"CAN","KWE",461
"CAN","NNG",330
"CAN","PUS",1242
"CAN","SPN",2184
"CAN","RGN",1198
"CAN","DMK",1056
"CAN","CNX",977
"CAN","KBV",1419
"CAN","DAD",606
"CAN","CEB",1145
"CAN","ULN",1726
"CAN","BKI",1219
"CAN","REP",927
"CAN","CGQ",1586
"CAN","DLC",1179
"CAN","SHE",1390
"CAN","LGK",1483
"CAN","VTE",787
"CAN","SHA",730
"CAN","OVB",2687
"CAN","TNR",5304
"CAN","RMQ",466
"CAN","TYN",992
"CAN","TNA",958
"CAN","XIY",811
"CAN","KHN",411
"CAN","CGO",769
"CAN","YNT",1079
"CAN","XUZ",780
"CAN","SYX",432
"CAN","IKT",2049
"CAN","LHW",1074
"CAN","HRB",1698
"CAN","JGS",256
"CAN","SWA",219
"CAN","LJG",847
"CAN","WUX",709
"CAN","DOY",1027
"CAN","NTG",760
"CAN","HIA",800
"CAN","JIQ",505
"CAN","CIH",888
"CAN","HET",1208
"CAN","BAV",1201
"CAN","YCU",821
"CAN","BHY",286
"CAN","CGD",395
"CAN","DYG",432
"CAN","KWL",241
"CAN","LZH",253
"CAN","ZHA",241
"CAN","LYA",785
"CAN","XFN",608
"CAN","YIH",507
"CAN","JNG",842
"CAN","LUM",934
"CAN","AQG",547
"CAN","CZX",709
"CAN","FUG",672
"CAN","KOW",194
"CAN","JDZ",475
"CAN","JIU",448
"CAN","LYG",842
"CAN","HYN",618
"CAN","LYI",861
"CAN","HFE",629
"CAN","JJN",347
"CAN","TXN",534
"CAN","WEF",978
"CAN","WUS",417
"CAN","WNZ",564
"CAN","YIW",585
"CAN","DAX",644
"CAN","GYS",775
"CAN","LZO",618
"CAN","MXZ",191
"CAN","NAY",1146
"CAN","TVS",1160
"CAN","AEB",402
"CAN","JUH",574
"CAN","BFJ",567
"CAN","UTP",1094
"CAN","URC",2035
"CAN","CXR",831
"CAN","JHB",1634
"CAN","HDG",909
"CAN","SJW",1031
"CAN","HJJ",358
"CAN","NNY",663
"CAN","DIG",900
"CAN","AVA",506
"CAN","JZH",876
"CAN","MIG",763
"CAN","NAO",673
"CAN","HZH",329
"CAN","TEN",397
"CAN","WXN",592
"CAN","YBP",658
"CAN","ACX",538
"CAN","ZYI",488
"CAN","YTY",744
"CAN","LLB",364
"CAN","WDS",652
"CAN","SQJ",353
"CAN","RIZ",904
"CAN","PKX",1128
"AGP","JFK",3647
"AGP","LHR",1041
"AGP","LGW",1022
"AGP","CDG",923
"AGP","FRA",1127
"AGP","HEL",2082
"AGP","DUB",1159
"AGP","FCO",961
"AGP","AMS",1170
"AGP","PRG",1314
"AGP","BCN",476
"AGP","MAD",268
"AGP","VIE",1326
"AGP","ZRH",998
"AGP","GVA",857
"AGP","BRU",1078
"AGP","MUC",1152
"AGP","MAN",1157
"AGP","YUL",3543
"AGP","CGN",1136
"AGP","LCY",1048
"AGP","GOT",1639
"AGP","VCE",1065
"AGP","SNN",1127
"AGP","OSL",1764
"AGP","ARN",1873
"AGP","STN",1075
"AGP","EMA",1126
"AGP","EDI",1332
"AGP","GLA",1325
"AGP","LPL",1153
"AGP","DME",2356
"AGP","SVO",2348
"AGP","DOH",3365
"AGP","ORY",901
"AGP","MXP",923
"AGP","ATH",1558
"AGP","BUD",1418
"AGP","BIO",465
"AGP","IBZ",355
"AGP","TFN",890
"AGP","WAW",1634
"AGP","MLA",1056
"AGP","SOF",1532
"AGP","TLV",2252
"AGP","KWI",3045
"AGP","IST",1802
"AGP","BAH",3280
"AGP","HAM",1361
"AGP","STR",1080
"AGP","NAP",1050
"AGP","TRN",863
"AGP","BLQ",987
"AGP","TSF",1063
"AGP","NTE",738
"AGP","CPH",1535
"AGP","LUX",1042
"AGP","DUS",1151
"AGP","LIS",292
"AGP","LTN",1069
"AGP","JED",2800
"AGP","LPA",875
"AGP","SOU",998
"AGP","PMI",440
"AGP","RIX",1914
"AGP","RUH",3104
"AGP","LBA",1195
"AGP","ABZ",1421
"AGP","BRS",1019
"AGP","NCL",1275
"AGP","EIN",1129
"AGP","BSL",971
"AGP","SVG",1599
"AGP","BGO",1686
"AGP","ALG",427
"AGP","ORK",1065
"AGP","WRO",1448
"AGP","VKO",2335
"AGP","BHD",1241
"AGP","HAJ",1289
"AGP","LYS",798
"AGP","MRS",693
"AGP","RTM",1142
"AGP","CMN",288
"AGP","TNG",103
"AGP","FAO",193
"AGP","TLS",571
"AGP","OPO",387
"AGP","BHX",1098
"AGP","TRD",1960
"AGP","BLL",1463
"AGP","BRE",1299
"AGP","CFE",744
"AGP","BFS",1244
"AGP","NOC",1208
"AGP","AAL",1557
"AGP","TRF",1689
"AGP","KRK",1519
"AGP","TFS",921
"AGP","SCQ",477
"AGP","VLC",292
"AGP","BOD",597
"AGP","PMO",969
"AGP","DTM",1184
"AGP","NUE",1179
"AGP","CWL",1018
"AGP","SEN",1060
"AGP","EXT",972
"AGP","KRS",1592
"AGP","KTW",1505
"AGP","VNO",1873
"AGP","CRL",1050
"AGP","RYG",1710
"AGP","BVA",942
"AGP","BGY",962
"AGP","CIA",978
"AGP","FMO",1221
"AGP","XRY",87
"AGP","BTS",1354
"AGP","OVD",482
"AGP","RNS",799
"AGP","MLN",129
"AGP","SDR",468
"AGP","HHN",1088
"AGP","FMM",1081
"AGP","BOH",983
"AGP","BLK",1183
"AGP","PIK",1300
"AGP","TMP",2095
"AGP","NRN",1155
"AGP","GSE",1637
"AGP","NYO",1805
"AGP","AAR",1526
"AGP","HAU",1624
"AGP","FKB",1049
"AGP","MMX",1548
"AGP","SFT",2197
"AGP","VST",1840
"AGP","TTU",88
"AGP","BER",1393
"FNC","LGW",1525
"FNC","FRA",1760
"FNC","AMS",1728
"FNC","PRG",1983
"FNC","VIE",2027
"FNC","ZRH",1669
"FNC","GVA",1527
"FNC","BRU",1654
"FNC","MUC",1830
"FNC","MAN",1596
"FNC","CGN",1743
"FNC","ARN",2440
"FNC","STN",1576
"FNC","EMA",1588
"FNC","EDI",1730
"FNC","GLA",1706
"FNC","ORY",1484
"FNC","HAM",1953
"FNC","STR",1737
"FNC","CPH",2121
"FNC","LUX",1659
"FNC","DUS",1747
"FNC","LIS",599
"FNC","LPA",339
"FNC","LBA",1639
"FNC","BRS",1472
"FNC","BSL",1632
"FNC","CCS",3524
"FNC","HAJ",1896
"FNC","LYS",1467
"FNC","MRS",1400
"FNC","OPO",739
"FNC","BHX",1556
"FNC","BRE",1890
"FNC","BFS",1601
"FNC","SCQ",838
"FNC","BOD",1200
"FNC","PDL",612
"FNC","LEJ",1948
"FNC","VNO",2531
"FNC","FMO",1814
"FNC","PXO",36
"FNC","BER",2028
"LBA","LHR",173
"LBA","CDG",381
"LBA","DUB",191
"LBA","FCO",1049
"LBA","AMS",287
"LBA","PRG",723
"LBA","BCN",885
"LBA","VCE",849
"LBA","GLA",177
"LBA","NCE",811
"LBA","BUD",1012
"LBA","ALC",1077
"LBA","IBZ",1045
"LBA","MAH",1005
"LBA","LCA",2144
"LBA","MLA",1465
"LBA","NAP",1160
"LBA","PSA",889
"LBA","TSF",836
"LBA","CPH",582
"LBA","DUS",395
"LBA","LPA",1921
"LBA","SOU",202
"LBA","PMI",1010
"LBA","AGP",1195
"LBA","FNC",1639
"LBA","ABZ",231
"LBA","AYT",1935
"LBA","ISB",3785
"LBA","JER",322
"LBA","ZTH",1541
"LBA","RHO",1861
"LBA","GCI",309
"LBA","DBV",1197
"LBA","WRO",800
"LBA","BHD",178
"LBA","FAO",1202
"LBA","KGS",1805
"LBA","NQY",275
"LBA","KRK",945
"LBA","FUE",1860
"LBA","ACE",1823
"LBA","TFS",1936
"LBA","PFO",2110
"LBA","LEI",1176
"LBA","MJV",1112
"LBA","MPL",755
"LBA","HER",1817
"LBA","CFU",1408
"LBA","CHQ",1772
"LBA","SKG",1465
"LBA","DLM",1870
"LBA","BJV",1801
"LBA","GDN",812
"LBA","GRO",851
"LBA","VNO",1082
"LBA","BOJ",1536
"LBA","WMI",925
"LBA","BGY",758
"LBA","BTS",905
"LBA","LIG",567
"LBA","LRH",531
"LBA","RDZ",679
"LBA","GNB",664
"LBA","RMU",1109
"LBA","BER",636
"ABZ","LHR",402
"ABZ","LGW",426
"ABZ","CDG",598
"ABZ","FRA",661
"ABZ","DUB",306
"ABZ","AMS",437
"ABZ","MAN",266
"ABZ","LCY",404
"ABZ","OSL",519
"ABZ","EMA",304
"ABZ","ALC",1308
"ABZ","IBZ",1276
"ABZ","MLA",1663
"ABZ","CPH",577
"ABZ","LTN",375
"ABZ","PMI",1239
"ABZ","RIX",977
"ABZ","AGP",1421
"ABZ","LBA",231
"ABZ","RHO",1996
"ABZ","BRS",402
"ABZ","NCL",151
"ABZ","SVG",309
"ABZ","BGO",340
"ABZ","BHD",228
"ABZ","FAO",1419
"ABZ","BHX",328
"ABZ","ANR",494
"ABZ","CFU",1568
"ABZ","SEN",406
"ABZ","HUY",261
"ABZ","MME",188
"ABZ","NWI",342
"ABZ","REU",1119
"ABZ","KOI",124
"ABZ","LSI",188
"ABZ","WIC",93
"ABZ","SYY",168
"ABZ","KSU",533
"ABZ","EBJ",427
"AYT","LGW",1806
"AYT","FRA",1428
"AYT","HEL",1637
"AYT","AMS",1648
"AYT","PRG",1226
"AYT","VIE",1057
"AYT","ZRH",1345
"AYT","GVA",1421
"AYT","BRU",1613
"AYT","MUC",1242
"AYT","MAN",1944
"AYT","CGN",1510
"AYT","GOT",1663
"AYT","OSL",1827
"AYT","ARN",1672
"AYT","STN",1808
"AYT","EDI",2056
"AYT","GLA",2091
"AYT","DME",1321
"AYT","SVO",1353
"AYT","DOH",1464
"AYT","ORY",1642
"AYT","BUD",935
"AYT","TLV",410
"AYT","IST",321
"AYT","BAH",1374
"AYT","HAM",1524
"AYT","STR",1355
"AYT","CPH",1546
"AYT","LUX",1506
"AYT","DUS",1539
"AYT","LTN",1831
"AYT","LBA",1935
"AYT","BRS",1914
"AYT","NCL",1970
"AYT","EIN",1597
"AYT","BSL",1392
"AYT","AMM",464
"AYT","BGO",1967
"AYT","ALG",1520
"AYT","VKO",1326
"AYT","GYD",1064
"AYT","HAJ",1482
"AYT","LYS",1458
"AYT","OTP",584
"AYT","RTM",1649
"AYT","ALA",2449
"AYT","BEY",339
"AYT","KBP",928
"AYT","LED",1581
"AYT","BHX",1900
"AYT","SZG",1174
"AYT","TRD",2014
"AYT","BLL",1646
"AYT","DRS",1290
"AYT","BRE",1537
"AYT","ERF",1377
"AYT","BFS",2125
"AYT","AAL",1693
"AYT","TRF",1791
"AYT","SSH",650
"AYT","ADB",221
"AYT","SAW",288
"AYT","NUE",1313
"AYT","LEJ",1353
"AYT","CWL",1940
"AYT","KRS",1794
"AYT","ASR",287
"AYT","EBL",731
"AYT","FMO",1537
"AYT","FDH",1311
"AYT","GRZ",1049
"AYT","LNZ",1147
"AYT","ESB",253
"AYT","SVX",1942
"AYT","BGW",799
"AYT","ISU",813
"AYT","ROV",850
"AYT","BZG",1277
"AYT","SZZ",1380
"AYT","PAD",1484
"AYT","RLG",1469
"AYT","CEK",1916
"AYT","PEE",1847
"AYT","EVE",2247
"AYT","SCN",1457
"AYT","ZQW",1445
"AYT","KSF",1449
"AYT","DSA",1899
"AYT","MST",1564
"AYT","ECN",193
"AYT","PED",1174
"AYT","ADA",247
"AYT","TZX",559
"AYT","MCX",980
"AYT","KZN",1554
"AYT","ZIA",1333
"AYT","LCJ",1165
"AYT","SZF",431
"AYT","BER",1358
"ISB","YYZ",6822
"ISB","LHR",3767
"ISB","CDG",3669
"ISB","DXB",1210
"ISB","PEK",2419
"ISB","BCN",3820
"ISB","MAN",3816
"ISB","BKK",2212
"ISB","DOH",1411
"ISB","MXP",3427
"ISB","KWI",1507
"ISB","IST",2460
"ISB","BAH",1433
"ISB","AUH",1279
"ISB","CPH",3208
"ISB","JED",2221
"ISB","MCT",1132
"ISB","RUH",1693
"ISB","LBA",3785
"ISB","KHI",699
"ISB","LHE",163
"ISB","BHX",3807
"ISB","DMM",1473
"ISB","SHJ",1199
"ISB","KBL",232
"ISB","MED",2099
"ISB","SLL",1643
"ISB","MUX",255
"ISB","PEW",95
"ISB","SKT",105
"ISB","HEA",624
"ISB","BHV",306
"ISB","CJL",173
"ISB","GIL",174
"ISB","UET",429
"ISB","KDU",183
"ISB","SKZ",481
"ISB","URC",1048
"JER","LGW",161
"JER","CDG",215
"JER","FRA",483
"JER","DUB",340
"JER","AMS",372
"JER","ZRH",507
"JER","GVA",436
"JER","MAN",286
"JER","LCY",187
"JER","STN",213
"JER","EMA",253
"JER","EDI",468
"JER","GLA",470
"JER","LPL",286
"JER","HAM",606
"JER","STR",518
"JER","DUS",421
"JER","SOU",126
"JER","LBA",322
"JER","BRS",152
"JER","NCL",403
"JER","GCI",24
"JER","ORK",331
"JER","HAJ",564
"JER","BHX",225
"JER","CWL",159
"JER","SEN",207
"JER","HUY",312
"JER","NWI",283
"JER","EXT",118
"JER","BOH",110
"JER","DSA",299
"JER","BER",718
"ZTH","LGW",1382
"ZTH","AMS",1270
"ZTH","VIE",747
"ZTH","BRU",1211
"ZTH","MUC",863
"ZTH","MAN",1541
"ZTH","CGN",1128
"ZTH","ARN",1518
"ZTH","STN",1396
"ZTH","GLA",1712
"ZTH","ATH",167
"ZTH","HAM",1213
"ZTH","STR",954
"ZTH","NAP",413
"ZTH","VRN",737
"ZTH","DUS",1161
"ZTH","LBA",1541
"ZTH","LED",1577
"ZTH","BHX",1487
"ZTH","HER",291
"ZTH","CHQ",237
"ZTH","PMO",425
"ZTH","EXT",1488
"ZTH","KIT",156
"ZTH","CRL",1192
"ZTH","BTS",743
"ZTH","MST",1171
"RHO","LGW",1721
"RHO","CDG",1549
"RHO","FRA",1353
"RHO","HEL",1657
"RHO","FCO",925
"RHO","AMS",1578
"RHO","PRG",1170
"RHO","VIE",997
"RHO","ZRH",1255
"RHO","BRU",1535
"RHO","MUC",1167
"RHO","MAN",1867
"RHO","CGN",1437
"RHO","GOT",1636
"RHO","VCE",1030
"RHO","OSL",1806
"RHO","ARN",1668
"RHO","STN",1727
"RHO","EMA",1816
"RHO","EDI",1990
"RHO","GLA",2023
"RHO","LPL",1888
"RHO","DME",1391
"RHO","SVO",1420
"RHO","MXP",1188
"RHO","ATH",251
"RHO","LCA",328
"RHO","TLV",493
"RHO","HAM",1472
"RHO","STR",1274
"RHO","NAP",805
"RHO","CPH",1511
"RHO","LUX",1423
"RHO","DUS",1467
"RHO","LBA",1861
"RHO","ABZ",1996
"RHO","NCL",1901
"RHO","BSL",1301
"RHO","HAJ",1424
"RHO","LYS",1352
"RHO","RTM",1576
"RHO","BEY",454
"RHO","KBP",973
"RHO","LED",1618
"RHO","INN",1137
"RHO","BHX",1820
"RHO","SZG",1099
"RHO","KGS",61
"RHO","DRS",1238
"RHO","BFS",2050
"RHO","KUN",1295
"RHO","BOD",1607
"RHO","SXB",1330
"RHO","HER",178
"RHO","CHQ",228
"RHO","SKG",396
"RHO","BRI",691
"RHO","PMO",832
"RHO","NUE",1242
"RHO","LEJ",1297
"RHO","CWL",1853
"RHO","NWI",1715
"RHO","JKH",171
"RHO","SMI",110
"RHO","CRL",1520
"RHO","RYG",1765
"RHO","BGY",1147
"RHO","LIL",1575
"RHO","BOH",1777
"RHO","PAD",1419
"RHO","NRN",1502
"RHO","NYO",1626
"RHO","AOK",86
"RHO","MJT",200
"RHO","LGG",1489
"RHO","KZS",85
"RHO","KRP",1632
"RHO","BER",1311
"BRS","CDG",285
"BRS","FRA",501
"BRS","DUB",205
"BRS","FCO",967
"BRS","AMS",325
"BRS","PRG",745
"BRS","BCN",733
"BRS","MAD",753
"BRS","ZRH",573
"BRS","GVA",535
"BRS","BRU",314
"BRS","MUC",677
"BRS","CGN",429
"BRS","GOT",739
"BRS","SNN",279
"BRS","ARN",982
"BRS","EDI",316
"BRS","GLA",318
"BRS","NCE",705
"BRS","MXP",656
"BRS","ATH",1591
"BRS","BUD",1020
"BRS","ALC",911
"BRS","IBZ",886
"BRS","MAH",862
"BRS","LCA",2125
"BRS","MLA",1367
"BRS","SOF",1358
"BRS","HAM",555
"BRS","GOA",718
"BRS","PSA",808
"BRS","TRN",638
"BRS","BLQ",800
"BRS","TSF",787
"BRS","VRN",747
"BRS","CPH",694
"BRS","CUN",4843
"BRS","LIS",924
"BRS","KEF",1129
"BRS","LPA",1748
"BRS","PMI",858
"BRS","PUJ",4176
"BRS","AGP",1019
"BRS","FNC",1472
"BRS","ABZ",402
"BRS","AYT",1914
"BRS","JER",152
"BRS","NCL",256
"BRS","GCI",135
"BRS","SVQ",977
"BRS","ORK",249
"BRS","WRO",845
"BRS","OTP",1402
"BRS","FAO",1025
"BRS","TLS",568
